195    80,1121,-895,-1904,EE,1774,417,598,FF,0,0,0,FF,0,0,0,D1,1,28,-22
198    80,1087,-648,-2039,A9,1705,675,439,FF,0,0,0,FF,0,0,0,D1,1,29,-22
201    80,1034,-419,-2146,D6,1494,1068,216,FF,0,0,0,FF,0,0,0,D1,1,29,-22
204    80,960,-223,-2212,5E,1374,1184,183,FF,0,0,0,FF,0,0,0,D1,2,26,-23
207    80,807,23,-2258,F1,1265,1241,188,FF,0,0,0,FF,0,0,0,D1,1,28,-21
210    80,757,74,-2207,A3,1187,1243,232,FF,0,0,0,FF,0,0,0,D1,1,28,-21
213    80,740,63,-2134,80,1152,1192,325,FF,0,0,0,FF,0,0,0,D1,0,29,-20
216    80,774,8,-2011,95,1173,1096,459,FF,0,0,0,FF,0,0,0,D1,0,29,-20
219    80,856,-81,-1870,E8,1256,976,618,FF,0,0,0,FF,0,0,0,D1,1,28,-22
222    80,984,-199,-1716,E8,1604,710,948,FF,0,0,0,FF,0,0,0,D1,1,28,-22
225    80,1165,-334,-1572,37,1847,584,1090,FF,0,0,0,FF,0,0,0,D1,2,29,-22
228    80,1622,-602,-1314,45,2117,474,1209,FF,0,0,0,FF,0,0,0,D1,0,29,-23
231    80,1866,-720,-1223,56,2390,390,1303,FF,0,0,0,FF,0,0,0,D1,0,29,-23
234    80,2087,-816,-1164,51,2641,330,1353,FF,0,0,0,FF,0,0,0,D1,0,29,-22
237    80,2261,-889,-1152,20,2848,298,1355,FF,0,0,0,FF,0,0,0,D1,0,29,-22
240    80,2383,-943,-1183,A7,2983,286,1317,FF,0,0,0,FF,0,0,0,D1,2,29,-22
243    80,2427,-968,-1251,D6,3030,292,1243,FF,0,0,0,FF,0,0,0,D1,1,29,-22
246    80,2380,-968,-1347,24,2852,339,1017,FF,0,0,0,FF,0,0,0,D1,1,29,-22
249    80,2248,-955,-1467,41,2625,369,882,FF,0,0,0,FF,0,0,0,D1,0,29,-21
252    80,1759,-910,-1748,16,2326,395,739,FF,0,0,0,FF,0,0,0,D1,0,29,-21
255    80,1433,-873,-1887,B8,1976,413,604,FF,0,0,0,FF,0,0,0,D1,1,27,-21
258    80,1089,-836,-2014,41,1601,426,495,FF,0,0,0,FF,0,0,0,D1,1,27,-21
261    80,750,-797,-2108,D4,1236,429,406,FF,0,0,0,FF,0,0,0,D1,1,28,-24
264    80,438,-762,-2162,94,916,428,364,FF,0,0,0,FF,0,0,0,D1,0,28,-22
267    80,196,-735,-2176,94,916,428,364,FF,0,0,0,FF,0,0,0,D1,0,28,-22
270    80,34,-710,-2158,BB,443,424,445,FF,0,0,0,FF,0,0,0,D1,-1,28,-21
273    80,7,-672,-1998,EF,495,425,541,FF,0,0,0,FF,0,0,0,D1,-1,28,-21
276    80,145,-658,-1870,8C,652,438,665,FF,0,0,0,FF,0,0,0,D1,0,30,-21
279    80,368,-650,-1726,89,905,459,801,FF,0,0,0,FF,0,0,0,D1,0,30,-22
282    80,660,-639,-1576,C7,1223,482,947,FF,0,0,0,FF,0,0,0,D1,0,30,-22
285    80,1002,-634,-1441,2B,1579,514,1073,FF,0,0,0,FF,0,0,0,D1,0,29,-23
288    80,1351,-626,-1322,98,2291,578,1272,FF,0,0,0,FF,0,0,0,D1,0,29,-23
291    80,1685,-613,-1219,13,2579,613,1329,FF,0,0,0,FF,0,0,0,D1,-1,29,-22
294    80,1970,-593,-1152,E6,2790,648,1350,FF,0,0,0,FF,0,0,0,D1,-1,29,-22
297    80,2305,-552,-1136,5C,2908,676,1334,FF,0,0,0,FF,0,0,0,D1,0,30,-22
300    80,2340,-521,-1181,67,2919,700,1288,FF,0,0,0,FF,0,0,0,D1,-1,28,-22
303    80,2272,-489,-1259,13,2835,724,1209,FF,0,0,0,FF,0,0,0,D1,-1,28,-22
306    80,2120,-455,-1356,5E,2654,736,1109,FF,0,0,0,FF,0,0,0,D1,-1,29,-22
309    80,1898,-422,-1474,65,2405,749,987,FF,0,0,0,FF,0,0,0,D1,-1,29,-22
312    80,1629,-398,-1614,06,1798,754,738,FF,0,0,0,FF,0,0,0,D1,1,29,-22
315    80,1343,-377,-1755,DF,1503,748,626,FF,0,0,0,FF,0,0,0,D1,0,29,-22
318    80,836,-376,-2004,E4,1252,736,516,FF,0,0,0,FF,0,0,0,D1,0,29,-22
321    80,653,-400,-2100,2F,1071,712,422,FF,0,0,0,FF,0,0,0,D1,-1,29,-23
324    80,549,-445,-2151,CB,971,674,365,FF,0,0,0,FF,0,0,0,D1,-1,29,-23
327    80,529,-512,-2180,C6,966,625,339,FF,0,0,0,FF,0,0,0,D1,-1,29,-21
330    80,588,-602,-2174,1D,1053,561,348,FF,0,0,0,FF,0,0,0,D1,-1,29,-21
333    80,722,-707,-2129,1D,1450,390,434,FF,0,0,0,FF,0,0,0,D1,0,29,-22
336    80,912,-827,-2063,B1,1713,291,512,FF,0,0,0,FF,0,0,0,D1,2,27,-22
339    80,1135,-954,-1973,BE,1982,186,624,FF,0,0,0,FF,0,0,0,D1,2,27,-22
342    80,1591,-1197,-1753,B7,2231,88,743,FF,0,0,0,FF,0,0,0,D1,1,27,-21
345    80,1772,-1290,-1651,80,2432,4,860,FF,0,0,0,FF,0,0,0,D1,1,27,-21
348    80,1896,-1350,-1549,05,2565,-59,962,FF,0,0,0,FF,0,0,0,D1,1,29,-21
351    80,1943,-1359,-1454,36,2614,-93,1049,FF,0,0,0,FF,0,0,0,D1,-1,28,-21
354    80,1920,-1326,-1389,11,2577,-84,1126,FF,0,0,0,FF,0,0,0,D1,-1,28,-21
357    80,1825,-1243,-1344,DB,2267,64,1217,FF,0,0,0,FF,0,0,0,D1,0,28,-21
360    80,1666,-1105,-1316,ED,2029,208,1223,FF,0,0,0,FF,0,0,0,D1,0,28,-21
363    80,1250,-692,-1323,E4,1764,395,1198,FF,0,0,0,FF,0,0,0,D1,1,29,-23
366    80,1028,-449,-1362,E1,1505,608,1151,FF,0,0,0,FF,0,0,0,D1,1,29,-23
369    80,826,-193,-1427,FB,1275,838,1087,FF,0,0,0,FF,0,0,0,D1,1,29,-21
372    80,683,40,-1498,48,1096,1070,1014,FF,0,0,0,FF,0,0,0,D1,1,31,-23
375    80,601,244,-1564,DB,987,1277,923,FF,0,0,0,FF,0,0,0,D1,1,31,-23
378    80,580,402,-1634,DB,987,1277,923,FF,0,0,0,FF,0,0,0,D1,0,29,-24
381    80,642,490,-1698,89,1161,1623,670,FF,0,0,0,FF,0,0,0,D1,0,29,-24
384    80,757,500,-1756,53,1363,1590,618,FF,0,0,0,FF,0,0,0,D1,1,27,-22
387    80,1141,264,-1830,43,1603,1478,586,FF,0,0,0,FF,0,0,0,D1,1,29,-22
390    80,1359,25,-1835,48,1864,1283,576,FF,0,0,0,FF,0,0,0,D1,1,29,-22
393    80,1567,-272,-1831,41,2113,1019,583,FF,0,0,0,FF,0,0,0,D1,1,28,-22
396    80,1732,-610,-1813,17,2327,705,619,FF,0,0,0,FF,0,0,0,D1,1,28,-22
399    80,1856,-967,-1781,B9,2574,-5,739,FF,0,0,0,FF,0,0,0,D1,0,29,-23
402    80,1902,-1316,-1749,0C,2572,-333,803,FF,0,0,0,FF,0,0,0,D1,0,29,-23
405    80,1881,-1629,-1704,BC,2492,-616,868,FF,0,0,0,FF,0,0,0,D1,1,29,-22
408    80,1631,-2040,-1624,22,2338,-820,928,FF,0,0,0,FF,0,0,0,D1,1,29,-22
411    80,1440,-2104,-1598,4E,2126,-924,981,FF,0,0,0,FF,0,0,0,D1,1,29,-22
414    80,1220,-2057,-1585,5A,1882,-924,1018,FF,0,0,0,FF,0,0,0,D1,1,28,-21
417    80,1006,-1908,-1577,5B,1627,-807,1031,FF,0,0,0,FF,0,0,0,D1,1,28,-21
420    80,820,-1660,-1576,6F,1391,-582,1028,FF,0,0,0,FF,0,0,0,D1,0,28,-22
423    80,676,-1326,-1585,34,1076,123,962,FF,0,0,0,FF,0,0,0,D1,0,29,-22
426    80,602,-937,-1615,07,1031,551,906,FF,0,0,0,FF,0,0,0,D1,0,29,-22
429    80,686,-117,-1684,34,1076,982,840,FF,0,0,0,FF,0,0,0,D1,0,28,-22
432    80,837,253,-1711,B1,1201,1383,766,FF,0,0,0,FF,0,0,0,D1,0,28,-22
435    80,1047,551,-1748,7A,1402,1724,698,FF,0,0,0,FF,0,0,0,D1,-2,29,-22
438    80,1300,753,-1781,76,1654,1969,637,FF,0,0,0,FF,0,0,0,D1,-2,29,-22
441    80,1560,845,-1811,90,1936,2101,588,FF,0,0,0,FF,0,0,0,D1,1,30,-23
444    80,1821,814,-1821,90,2467,1982,545,FF,0,0,0,FF,0,0,0,D1,1,30,-21
447    80,2041,675,-1818,69,2665,1742,556,FF,0,0,0,FF,0,0,0,D1,1,30,-21
450    80,2192,437,-1802,E2,2786,1405,590,FF,0,0,0,FF,0,0,0,D1,-1,30,-20
453    80,2255,-276,-1760,01,2817,997,640,FF,0,0,0,FF,0,0,0,D1,-1,30,-20
456    80,2152,-685,-1710,BE,2750,554,703,FF,0,0,0,FF,0,0,0,D1,-1,29,-21
459    80,1959,-1075,-1667,1E,2590,115,776,FF,0,0,0,FF,0,0,0,D1,0,30,-21
462    80,1694,-1420,-1629,2D,2349,-282,848,FF,0,0,0,FF,0,0,0,D1,0,30,-21
465    80,1378,-1690,-1602,04,1717,-815,997,FF,0,0,0,FF,0,0,0,D1,1,29,-22
468    80,1039,-1873,-1574,62,1378,-908,1045,FF,0,0,0,FF,0,0,0,D1,1,29,-22
471    80,711,-1943,-1554,2A,1066,-877,1070,FF,0,0,0,FF,0,0,0,D1,0,28,-23
474    80,191,-1743,-1537,28,808,-718,1081,FF,0,0,0,FF,0,0,0,D1,2,28,-22
477    80,41,-1500,-1551,74,628,-458,1070,FF,0,0,0,FF,0,0,0,D1,2,28,-22
480    80,-10,-1190,-1569,1E,542,-116,1044,FF,0,0,0,FF,0,0,0,D1,1,28,-22
483    80,45,-842,-1584,2C,556,282,1001,FF,0,0,0,FF,0,0,0,D1,1,28,-22
486    80,194,-494,-1605,A0,672,686,938,FF,0,0,0,FF,0,0,0,D1,1,29,-22
489    80,426,-175,-1633,84,1156,1379,812,FF,0,0,0,FF,0,0,0,D1,1,29,-22
492    80,725,80,-1664,C9,1481,1604,761,FF,0,0,0,FF,0,0,0,D1,0,29,-22
495    80,1064,257,-1690,29,1833,1719,723,FF,0,0,0,FF,0,0,0,D1,1,29,-21
498    80,1754,320,-1718,7E,2174,1719,699,FF,0,0,0,FF,0,0,0,D1,1,29,-21
501    80,2044,196,-1719,B0,2480,1597,682,FF,0,0,0,FF,0,0,0,D1,1,30,-21
504    80,2270,-12,-1710,A8,2728,1366,694,FF,0,0,0,FF,0,0,0,D1,1,30,-21
507    80,2416,-283,-1692,55,2901,1051,725,FF,0,0,0,FF,0,0,0,D1,0,29,-22
510    80,2475,-589,-1665,55,2982,316,808,FF,0,0,0,FF,0,0,0,D1,0,29,-22
513    80,2442,-897,-1641,4E,2894,-32,854,FF,0,0,0,FF,0,0,0,D1,0,29,-22
516    80,2326,-1175,-1612,AA,2730,-325,895,FF,0,0,0,FF,0,0,0,D1,1,29,-21
519    80,1907,-1545,-1588,D1,2513,-529,928,FF,0,0,0,FF,0,0,0,D1,1,29,-21
522    80,1651,-1590,-1583,D4,2260,-619,961,FF,0,0,0,FF,0,0,0,D1,-1,29,-21
525    80,1392,-1535,-1596,D0,2000,-592,963,FF,0,0,0,FF,0,0,0,D1,-1,29,-21
528    80,1151,-1381,-1615,CD,1741,-439,941,FF,0,0,0,FF,0,0,0,D1,0,28,-22
531    80,942,-1141,-1655,EA,1514,-186,902,FF,0,0,0,FF,0,0,0,D1,1,27,-22
534    80,781,-840,-1691,B3,1203,528,800,FF,0,0,0,FF,0,0,0,D1,1,27,-22
537    80,675,-517,-1747,67,1127,922,733,FF,0,0,0,FF,0,0,0,D1,1,29,-23
540    80,617,-187,-1792,53,1107,1289,664,FF,0,0,0,FF,0,0,0,D1,1,29,-23
543    80,650,331,-1879,71,1137,1591,601,FF,0,0,0,FF,0,0,0,D1,0,29,-22
546    80,711,477,-1909,AE,1198,1797,561,FF,0,0,0,FF,0,0,0,D1,2,29,-21
549    80,793,515,-1920,07,1287,1885,536,FF,0,0,0,FF,0,0,0,D1,2,29,-21
552    80,880,443,-1915,69,1385,1846,534,FF,0,0,0,FF,0,0,0,D1,1,29,-21
555    80,961,263,-1900,69,1385,1846,534,FF,0,0,0,FF,0,0,0,D1,1,29,-21
558    80,1036,-4,-1858,6C,1644,1023,662,FF,0,0,0,FF,0,0,0,D1,1,29,-21
561    80,1094,-347,-1812,A1,1697,595,741,FF,0,0,0,FF,0,0,0,D1,1,29,-21
564    80,1152,-1117,-1684,C4,1732,147,835,FF,0,0,0,FF,0,0,0,D1,0,29,-21
567    80,1167,-1479,-1614,DE,1758,-277,924,FF,0,0,0,FF,0,0,0,D1,1,29,-22
570    80,1175,-1771,-1547,F1,1777,-640,1011,FF,0,0,0,FF,0,0,0,D1,1,29,-22
573    80,1197,-1975,-1481,03,1795,-904,1088,FF,0,0,0,FF,0,0,0,D1,1,29,-22
576    80,1233,-2064,-1427,23,1869,-1042,1182,FF,0,0,0,FF,0,0,0,D1,1,29,-22
579    80,1282,-2028,-1383,8C,1932,-902,1189,FF,0,0,0,FF,0,0,0,D1,1,29,-23
582    80,1360,-1874,-1363,DC,2012,-630,1167,FF,0,0,0,FF,0,0,0,D1,1,29,-21
585    80,1461,-1605,-1367,3D,2109,-251,1116,FF,0,0,0,FF,0,0,0,D1,1,29,-21
588    80,1702,-836,-1419,A2,2210,201,1043,FF,0,0,0,FF,0,0,0,D1,0,27,-22
591    80,1826,-404,-1483,02,2306,686,961,FF,0,0,0,FF,0,0,0,D1,0,27,-22
594    80,1933,9,-1546,57,2391,1167,871,FF,0,0,0,FF,0,0,0,D1,-1,29,-22
597    80,2007,372,-1617,90,2448,1592,775,FF,0,0,0,FF,0,0,0,D1,-1,29,-22
600    80,2039,645,-1691,89,2441,2153,619,FF,0,0,0,FF,0,0,0,D1,0,30,-21
603    80,2013,818,-1746,3E,2366,2232,584,FF,0,0,0,FF,0,0,0,D1,1,29,-21
606    80,1935,868,-1794,C1,2241,2163,562,FF,0,0,0,FF,0,0,0,D1,1,29,-21
609    80,1618,586,-1835,1A,2074,1959,571,FF,0,0,0,FF,0,0,0,D1,1,29,-23
612    80,1390,281,-1832,52,1874,1634,602,FF,0,0,0,FF,0,0,0,D1,1,29,-23
615    80,1138,-97,-1817,75,1653,1212,653,FF,0,0,0,FF,0,0,0,D1,0,28,-21
618    80,880,-522,-1787,93,1427,736,717,FF,0,0,0,FF,0,0,0,D1,1,30,-22
621    80,637,-953,-1751,93,1050,-223,869,FF,0,0,0,FF,0,0,0,D1,1,30,-22
624    80,436,-1364,-1719,A0,928,-625,930,FF,0,0,0,FF,0,0,0,D1,0,29,-22
627    80,284,-1708,-1681,5C,860,-920,985,FF,0,0,0,FF,0,0,0,D1,0,29,-22
630    80,182,-2109,-1649,5D,861,-1096,1012,FF,0,0,0,FF,0,0,0,D1,1,29,-22
633    80,245,-2128,-1647,A5,933,-1135,1020,FF,0,0,0,FF,0,0,0,D1,1,29,-22
636    80,383,-2028,-1656,27,1063,-1037,996,FF,0,0,0,FF,0,0,0,D1,1,28,-23
639    80,590,-1818,-1681,E0,1248,-810,947,FF,0,0,0,FF,0,0,0,D1,0,28,-22
642    80,842,-1517,-1722,B9,1465,-477,875,FF,0,0,0,FF,0,0,0,D1,0,28,-22
645    80,1116,-1148,-1767,98,1944,388,697,FF,0,0,0,FF,0,0,0,D1,-1,29,-20
648    80,1388,-744,-1818,75,2165,840,604,FF,0,0,0,FF,0,0,0,D1,-1,29,-20
651    80,1647,-342,-1869,2D,2349,1259,525,FF,0,0,0,FF,0,0,0,D1,0,29,-22
654    80,2047,342,-1918,B2,2482,1609,471,FF,0,0,0,FF,0,0,0,D1,2,28,-22
657    80,2150,567,-1925,02,2562,1862,442,FF,0,0,0,FF,0,0,0,D1,2,28,-22
660    80,2185,691,-1915,12,2578,2000,448,FF,0,0,0,FF,0,0,0,D1,0,28,-21
663    80,2158,708,-1873,E9,2537,2015,486,FF,0,0,0,FF,0,0,0,D1,0,28,-21
666    80,2070,617,-1806,E9,2537,2015,486,FF,0,0,0,FF,0,0,0,D1,-2,28,-19
669    80,1939,434,-1717,71,2161,1401,804,FF,0,0,0,FF,0,0,0,D1,-2,28,-19
672    80,1774,176,-1608,D4,2004,1045,943,FF,0,0,0,FF,0,0,0,D1,-1,29,-21
675    80,1419,-481,-1391,43,1859,661,1079,FF,0,0,0,FF,0,0,0,D1,1,29,-21
678    80,1262,-819,-1293,C9,1737,287,1212,FF,0,0,0,FF,0,0,0,D1,1,29,-21
681    80,1130,-1132,-1216,73,1651,-50,1321,FF,0,0,0,FF,0,0,0,D1,0,28,-22
684    80,1036,-1393,-1159,43,1603,-330,1404,FF,0,0,0,FF,0,0,0,D1,0,28,-22
687    80,980,-1586,-1143,39,1618,-636,1424,FF,0,0,0,FF,0,0,0,D1,1,28,-22
690    80,969,-1707,-1162,7C,1660,-652,1372,FF,0,0,0,FF,0,0,0,D1,0,28,-21
693    80,982,-1743,-1226,B3,1715,-576,1280,FF,0,0,0,FF,0,0,0,D1,0,28,-21
696    80,1013,-1695,-1321,E7,1767,-423,1155,FF,0,0,0,FF,0,0,0,D1,-2,28,-23
699    80,1085,-1397,-1577,08,1800,-211,1002,FF,0,0,0,FF,0,0,0,D1,-2,28,-23
702    80,1110,-1174,-1720,0D,1805,40,835,FF,0,0,0,FF,0,0,0,D1,1,28,-22
705    80,1110,-930,-1876,F7,1783,309,654,FF,0,0,0,FF,0,0,0,D1,1,28,-22
708    80,1084,-686,-2023,C2,1730,572,505,FF,0,0,0,FF,0,0,0,D1,1,28,-21
711    80,1028,-452,-2147,FE,1534,1001,267,FF,0,0,0,FF,0,0,0,D1,0,28,-23
714    80,960,-249,-2228,8A,1418,1141,219,FF,0,0,0,FF,0,0,0,D1,0,28,-23
717    80,878,-92,-2271,19,1305,1222,208,FF,0,0,0,FF,0,0,0,D1,0,29,-22
720    80,748,74,-2247,BF,1215,1246,243,FF,0,0,0,FF,0,0,0,D1,0,29,-22
723    80,727,73,-2170,8E,1166,1213,323,FF,0,0,0,FF,0,0,0,D1,0,29,-21
726    80,744,34,-2045,8A,1162,1135,441,FF,0,0,0,FF,0,0,0,D1,1,28,-21
729    80,815,-46,-1907,C7,1223,1023,579,FF,0,0,0,FF,0,0,0,D1,1,28,-21
732    80,942,-154,-1743,C7,1526,762,913,FF,0,0,0,FF,0,0,0,D1,0,29,-20
735    80,1113,-281,-1589,DA,1754,631,1059,FF,0,0,0,FF,0,0,0,D1,0,29,-20
738    80,1327,-423,-1453,E0,2016,518,1186,FF,0,0,0,FF,0,0,0,D1,0,29,-23
741    80,1565,-554,-1321,F4,2292,421,1281,FF,0,0,0,FF,0,0,0,D1,0,28,-24
744    80,2040,-778,-1156,F9,2553,353,1341,FF,0,0,0,FF,0,0,0,D1,0,28,-24
747    80,2229,-862,-1138,DB,2779,309,1363,FF,0,0,0,FF,0,0,0,D1,2,29,-22
750    80,2361,-919,-1153,79,2937,289,1338,FF,0,0,0,FF,0,0,0,D1,2,29,-22
753    80,2420,-959,-1222,CF,3011,305,1178,FF,0,0,0,FF,0,0,0,D1,2,28,-21
756    80,2400,-975,-1309,5B,2907,330,1054,FF,0,0,0,FF,0,0,0,D1,2,28,-21
759    80,2289,-962,-1422,9B,2715,353,924,FF,0,0,0,FF,0,0,0,D1,0,29,-21
762    80,2089,-939,-1573,87,2439,380,790,FF,0,0,0,FF,0,0,0,D1,2,29,-21
765    80,1503,-874,-1870,3B,2107,401,658,FF,0,0,0,FF,0,0,0,D1,2,29,-21
768    80,1156,-837,-1993,CC,1740,418,533,FF,0,0,0,FF,0,0,0,D1,1,28,-23
771    80,814,-796,-2082,5E,1374,430,443,FF,0,0,0,FF,0,0,0,D1,1,28,-23
774    80,497,-758,-2148,0B,1035,430,376,FF,0,0,0,FF,0,0,0,D1,0,29,-22
777    80,236,-727,-2172,2C,556,424,369,FF,0,0,0,FF,0,0,0,D1,0,29,-22
780    80,55,-703,-2152,C2,450,428,412,FF,0,0,0,FF,0,0,0,D1,0,29,-22
783    80,-26,-685,-2093,CB,459,432,501,FF,0,0,0,FF,0,0,0,D1,1,28,-22
786    80,-10,-667,-2002,3F,575,438,610,FF,0,0,0,FF,0,0,0,D1,1,28,-22
789    80,319,-642,-1749,1A,794,450,742,FF,0,0,0,FF,0,0,0,D1,1,28,-22
792    80,602,-636,-1616,40,1088,471,880,FF,0,0,0,FF,0,0,0,D1,1,28,-22
795    80,935,-630,-1474,99,1433,498,1020,FF,0,0,0,FF,0,0,0,D1,1,28,-21
798    80,1284,-620,-1361,99,2156,564,1239,FF,0,0,0,FF,0,0,0,D1,1,29,-21
801    80,1619,-606,-1262,A7,2471,597,1316,FF,0,0,0,FF,0,0,0,D1,1,29,-21
